,2t,2d,sp,r_sur,rh_sur
No Finetuning,1.163380742073059,1.3617496490478516,276.1885986328125,0.70667964220047,3.905808687210083
Default Finetuning,1.0393633842468262,1.3215612173080444,293.9124450683594,0.6613472700119019,3.999163866043091
PINNLoss Finetuning,1.0577869415283203,1.3374830484390259,290.4530944824219,0.6785180568695068,4.04848051071167
