,2t,2d,sp,r_sur,rh_sur
No Finetuning,1.5278596878051758,2.0118215084075928,370.15081787109375,1.0019499063491821,6.6507391929626465
Default Finetuning,1.5089728832244873,2.0587158203125,392.1479797363281,1.0514609813690186,7.074777603149414
PINNLoss Finetuning,1.5137910842895508,2.0044057369232178,378.0380554199219,0.9995582103729248,6.656726360321045
