,2t,2d,sp,r_sur,rh_sur
Default Finetuning,0.01959890127182007,-0.0324321985244751,-0.29887688159942627,0.04251587390899658,-0.03980851173400879
PINNLoss Finetuning,0.08276349306106567,0.06448584794998169,-0.14350247383117676,0.07668149471282959,0.0816008448600769
